STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,HOUSEHOLD_TYPE,Household type,INCOME_PRINCIPAL,Earnings of the principal,INCOME_SPOUSE,Earnings of the spouse,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,CIVIL_STATUS,Civil status
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LVA,Latvia,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,22674.16233,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,PRT,Portugal,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,101592.580764,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,JPN,Japan,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,0.931644,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,HUN,Hungary,AV_R_EMPEE_SSC,Average rate of employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,18.5,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,GRC,Greece,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,98485.334106,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,DNK,Denmark,AV_R_EMPEE_SSC,Average rate of employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,0,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,FIN,Finland,AV_TW,Average tax wedge,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,43.547343,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CHL,Chile,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,19647.603384,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUS,Australia,AV_ITR,Average income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,23.033383,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EST,Estonia,AV_R_EMPEE_SSC,Average rate of employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,1.6,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUS,Australia,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,117157.477105,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LTU,Lithuania,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,30903.20426,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,CAN,Canada,AV_ITR,Average income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,17.203675,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,SVN,Slovenia,AV_R_EMPER_SSC,Average rate of employer's social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,16.1,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,COL,Colombia,AV_R_EMPEE_SSC,Average rate of employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,0,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,DNK,Denmark,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,55196.736952,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,BEL,Belgium,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,172330.66922,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ISL,Iceland,NIAT,Net income after taxes,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,13845772.728797,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ESP,Spain,AV_TW,Average tax wedge,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,44.72135,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ITA,Italy,AV_RITEESSC,Average rate of income tax and employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,27.724157,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,HUN,Hungary,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,41.150442,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUS,Australia,AV_RITEESSC,Average rate of income tax and employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,23.033383,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,GBR,United Kingdom,NIAT,Net income after taxes,XDC,National currency,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,36788.014158,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,COL,Colombia,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,34853.137165,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LUX,Luxembourg,MR_TW_PE,Marginal tax wedge of the principal earner,PT_COS_LB,Percentage of labour costs,S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,54.69976,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUT,Austria,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,127131.392081,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,DEU,Germany,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,65404.003249,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,SVN,Slovenia,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,30461.876231,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,POL,Poland,NIAT,Net income after taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,41813.694065,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,GRC,Greece,NIAT,Net income after taxes,XDC,National currency,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,32797.402846,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LUX,Luxembourg,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,0.667116,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,SWE,Sweden,AV_R_EMPEE_SSC,Average rate of employees' social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,6.995765,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EU22OECD,European Union (22 countries) in OECD,AV_ITR,Average income tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,17.288608,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUT,Austria,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,97182.107166,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ISR,Israel,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,82222.478035,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ISR,Israel,AV_TW,Average tax wedge,PT_COS_LB,Percentage of labour costs,C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,17.222618,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,TUR,Türkiye,NPATR,Net personal average tax rate,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,32.054585,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,ISR,Israel,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,0.777273,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUT,Austria,AV_R_EMPER_SSC,Average rate of employer's social security contributions,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,27.658571,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,SWE,Sweden,GLCBT,Gross labour costs before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,125614.554957,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUS,Australia,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,70154.177907,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,KOR,Korea,NIAT,Net income after taxes,XDC,National currency,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,35018863.289566,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,GBR,United Kingdom,AV_TW,Average tax wedge,PT_COS_LB,Percentage of labour costs,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,17.201342,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,NOR,Norway,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,0.766221,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,NZL,New Zealand,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,57,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,FRA,France,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C2,"Single person, 2 children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,40817.566673,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,GBR,United Kingdom,INIAICUGLC,Increase in net income after an increase of 1 currency unit in gross labour costs,XDC,National currency,C_C2,"Couple, 2 children",AW100,100% of average wage,NOEARN_UNEMP,"No earnings, unemployed",A,Annual,2023,,0.818255,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,POL,Poland,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW67,67% of average wage,_Z,Not applicable,A,Annual,2023,,28606.184276,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUS,Australia,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,34.5,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,IRL,Ireland,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",C_C2,"Couple, 2 children",AW100,100% of average wage,AW100,100% of average wage,A,Annual,2023,,154012.103923,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LTU,Lithuania,INIAICUGW,Increase in net income after an increase of 1 currency unit in gross wages,XDC,National currency,S_C0,"Single person, no children",AW167,167% of average wage,_Z,Not applicable,A,Annual,2023,,1,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,LTU,Lithuania,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",C_C0,"Couple, no children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,77027.389722,,2,Two,0,Units,A,Normal value,M,Married person
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,EU22OECD,European Union (22 countries) in OECD,GEBT,Gross earnings before taxes,USD_PPP,"US dollars, PPP converted",S_C0,"Single person, no children",AW100,100% of average wage,_Z,Not applicable,A,Annual,2023,,56504.360875,,2,Two,0,Units,A,Normal value,_Z,Not applicable
DATAFLOW,OECD.CTP.TPS:DSD_TAX_WAGES_COMP@DF_TW_COMP(1.0),Labour taxation – OECD comparative indicators,I,AUT,Austria,NPMTR_PE,Net personal marginal tax rate of the principal earner,PT_WG_EARN_G,Percentage of gross wage earnings,C_C2,"Couple, 2 children",AW100,100% of average wage,AW67,67% of average wage,A,Annual,2023,,47.462514,,2,Two,0,Units,A,Normal value,M,Married person
